,Unnamed: 0,Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
2685,2685,20160336,2016,9/22/2016 8:37 AM,"BUCKEYE PARTNERS, LP",STATE LINE BLOCK VALVE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,ADAMS,IN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.0,,1.0,0.0,NO,NO,YES,1500.0,75.0,0.0,10000.0,5000.0,0.0,16575
1114,1114,20130076,2013,02-05-13 17:50,ENERGY TRANSFER COMPANY,NEW STAR TIE-IN TO MONT BELVIEU,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),BAYTOWN,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,9.0,123.0,0.0,9.0,NO,NO,NO,278154.0,405.0,0.0,0.0,0.0,0.0,278559
655,655,20110435,2011,11/15/2011 3:53 PM,ENTERPRISE CRUDE PIPELINE LLC,TEXAS CITY TANK FARM,ONSHORE,TANK,CRUDE OIL,,TEXAS CITY,GALVESTON,TX,ALL OTHER CAUSES,MISCELLANEOUS,2490.0,,2490.0,0.0,NO,NO,YES,385000.0,900.0,0.0,0.0,0.0,0.0,385900
783,783,20120119,2012,3/25/2012 11:30 AM,MARATHON PIPE LINE LLC,HARTFORD TWO RIVERS STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,HARTFORD,MADISON,IL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.4,0.0,0.4,0.0,NO,NO,YES,0.0,40.0,0.0,500.0,5500.0,0.0,6040
2769,2769,20170005,2016,12-09-16 19:15,ENTERPRISE PRODUCTS OPERATING LLC,BAYTOWN TO BEAUMONT #1,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,COVE,CHAMBERS,TX,ALL OTHER CAUSES,UNKNOWN,34.1,,25.0,9.1,NO,NO,YES,415000.0,1600.0,0.0,45000.0,40000.0,0.0,501600
1209,1209,20130174,2013,4/23/2013 11:30 AM,SUNOCO PIPELINE L.P.,CORSICANA TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,CORSICANA,NAVARRO,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,4.0,,0.0,4.0,NO,NO,NO,50.0,343.0,0.0,500.0,23122.0,0.0,24015
1488,1488,20140039,2014,1/15/2014 3:05 PM,"OILTANKING, HOUSTON LP",#1 P/L ( OTH TO APPELT ),ONSHORE,UNDERGROUND,CRUDE OIL,,HOUSTON,HARRIS,TX,ALL OTHER CAUSES,MISCELLANEOUS,0.6,,0.6,0.0,NO,NO,YES,32800.0,100.0,0.0,0.0,16900.0,0.0,49800
2262,2262,20150374,2015,9/24/2015 4:00 AM,ENTERPRISE CRUDE PIPELINE LLC,TANK 2690,ONSHORE,TANK,CRUDE OIL,,,WICHITA,TX,ALL OTHER CAUSES,MISCELLANEOUS,5.0,,5.0,0.0,NO,NO,NO,0.0,250.0,0.0,5000.0,5000.0,0.0,10250
2502,2502,20160146,2016,4/16/2016 11:30 PM,PHILLIPS 66 PIPELINE LLC,HS&P,ONSHORE,UNDERGROUND,CRUDE OIL,,LOMPOC,SANTA BARBARA,CA,CORROSION,EXTERNAL,18.0,,18.0,0.0,NO,NO,YES,15000.0,720.0,30000.0,222000.0,75000.0,0.0,342720
725,725,20120067,2012,02-06-12 11:00,COLONIAL PIPELINE CO,COLONIAL/HEBERT STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.33,0.0,0.33,0.0,NO,NO,NO,19500.0,40.0,0.0,0.0,19000.0,0.0,38540
1562,1562,20140131,2014,03-06-14 11:45,"PLAINS PIPELINE, L.P.",JAL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,JAL,LEA COUNTY,NM,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,15.0,,15.0,0.0,NO,NO,YES,42000.0,300.0,0.0,2500.0,0.0,0.0,44800
1135,1135,20130110,2013,2/19/2013 11:40 AM,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),CARTERET,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.21,,1.21,0.0,NO,NO,YES,8000.0,0.0,0.0,0.0,10000.0,0.0,18000
1436,1436,20130409,2013,11/30/2013 9:30 AM,SUNOCO PIPELINE L.P.,SEABREEZE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,STOWELL,CHAMBERS,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0.24,0.0,NO,NO,YES,445.0,21.0,0.0,952.0,0.0,0.0,1418
1325,1325,20150252,2013,7/31/2013 2:00 PM,ENTERPRISE PRODUCTS OPERATING LLC,BAYTOWN TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),BAYTOWN,HARRIS,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,,0.0,0.1,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0
1908,1908,20150023,2014,12/21/2014 4:00 AM,"MAGELLAN PIPELINE COMPANY, LP",DUPONT TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),DUPONT,ADAMS,CO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.47,,0.47,0.0,NO,NO,NO,0.0,25.0,0.0,1000.0,5000.0,0.0,6025
1236,1236,20130196,2013,5/14/2013 1:05 PM,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,EL DORA STATION TO SPENCER STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,SPENCER,CLAY,IA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.38,0.0,0.0,0.38,NO,NO,NO,1500.0,50.0,0.0,0.0,600.0,0.0,2150
1570,1570,20140134,2014,03-11-14 7:25,COLONIAL PIPELINE CO,COLONIAL/DACULA STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",DACULA,GWINNETT,GA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,8.2,,8.2,0.0,NO,NO,YES,1500.0,1200.0,0.0,7500.0,3000.0,0.0,13200
1530,1530,20140100,2014,2/16/2014 7:00 AM,PHILLIPS 66 PIPELINE LLC,AMARILLO TERMINAL,ONSHORE,ABOVEGROUND,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),BIODIESEL,AMARILLO ,POTTER,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,3.5,,3.5,0.0,NO,NO,NO,0.0,400.0,0.0,0.0,600.0,0.0,1000
361,361,20110022,2011,1/14/2011 4:14 AM,ENTERPRISE PRODUCTS OPERATING LLC,P-63,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),BEAUMONT,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.14,0.0,0.0,0.14,NO,NO,,0.0,11.0,0.0,0.0,0.0,500.0,511
1859,1859,20140419,2014,11-10-14 16:45,"CALUMET MONTANA REFINING, LLC",BOOTLEGGER,ONSHORE,TANK,CRUDE OIL,,GREAT FALLS,CASCADE,MT,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,,0.0,0.24,NO,NO,NO,1000.0,16.0,0.0,100.0,100.0,0.0,1216
780,780,20120117,2012,3/22/2012 10:45 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",CLEARBROOK TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,CLEARBROOK,CLEARWATER,MN,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.24,0.0,NO,NO,YES,25000.0,0.0,0.0,60000.0,15000.0,0.0,100000
1402,1402,20130372,2013,10/22/2013 3:45 PM,"PLAINS PIPELINE, L.P.",GARDENDALE SOUTH,ONSHORE,ABOVEGROUND,CRUDE OIL,,GARDENDALE,LA SALLE,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,,0.48,0.0,NO,NO,YES,30000.0,48.0,0.0,6000.0,10000.0,0.0,46048
1738,1738,20140300,2014,7/25/2014 5:00 PM,CHEVRON MIDSTREAM PIPELINES LLC,PP04,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),HAHNVILLE,ST. CHARLES,LA,CORROSION,EXTERNAL,0.02,0.0,0.0,0.02,NO,NO,YES,515262.0,7.0,0.0,0.0,0.0,0.0,515269
2413,2413,20160059,2016,1/27/2016 2:04 PM,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MCKENZIE,ND,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,22.1,,22.1,0.0,NO,NO,YES,0.0,0.0,0.0,15000.0,0.0,0.0,15000
2106,2106,20150215,2015,5/21/2015 9:45 AM,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,MIDLAND,MIDLAND,TX,CORROSION,INTERNAL,10.0,,10.0,0.0,NO,NO,YES,15000.0,500.0,0.0,0.0,0.0,0.0,15500
335,335,20100302,2010,12/14/2010 10:35 AM,"ROADRUNNER PIPELINE, L.L.C.",,ONSHORE,ABOVEGROUND,CRUDE OIL,,SUNDOWN,HOCKLEY,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.0,0.0,1.0,NO,NO,YES,200.0,0.0,0.0,0.0,0.0,0.0,200
1027,1027,20120370,2012,11/26/2012 12:32 PM,MOTIVA ENTERPRISE LLC,14 INCH DOCK LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",PORT ARTHUR,JEFFERSON,TX,CORROSION,EXTERNAL,23.0,0.0,0.0,23.0,NO,NO,YES,50000.0,2814.0,0.0,0.0,67015.0,0.0,119829
2717,2717,20160377,2016,10/17/2016 9:26 PM,"MAGELLAN AMMONIA PIPELINE, L.P.",VALLEY TO WHITING ANHYDROUS AMMONIA LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,BURT,NE,ALL OTHER CAUSES,UNKNOWN,2587.0,0.0,1064.0,1523.0,NO,NO,YES,121500.0,139077.0,10300.0,2415900.0,0.0,68338.0,2755115
111,111,20100095,2010,4/29/2010 9:55 AM,ONEOK NGL PIPELINE LP,EL DORADO 6 INCH,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,TOWANDA,BUTLER,KS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,770.0,606.0,0.0,770.0,NO,NO,YES,43500.0,50127.0,0.0,0.0,0.0,0.0,93627
2637,2637,20160286,2016,08-10-16 12:02,DCP MIDSTREAM,WILBREEZE LATERAL,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),HALLETTSVILLE,LAVACA,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,17.0,0.0,0.0,17.0,NO,NO,NO,600.0,340.0,0.0,0.0,0.0,0.0,940
2454,2454,20160118,2016,2/24/2016 10:00 AM,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),BAYONNE,HUDSON,NJ,CORROSION,INTERNAL,0.0,,0.0,0.0,NO,NO,NO,0.0,0.0,0.0,4000.0,0.0,100000.0,104000
2074,2074,20150193,2015,4/27/2015 7:38 AM,COLONIAL PIPELINE CO,GREENSBORO TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),GREENSBORO,GUILFORD,NC,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.45,,0.45,0.0,NO,NO,NO,5000.0,40.0,0.0,5000.0,500.0,0.0,10540
292,292,20100287,2010,11/16/2010 4:46 PM,"SHELL PIPELINE CO., L.P.",ERATH TO EAST HOUSTON CRUDE,ONSHORE,UNDERGROUND,CRUDE OIL,,VINTON,CALCASIEU,LA,CORROSION,EXTERNAL,1030.0,,495.0,535.0,NO,NO,YES,375000.0,40000.0,25000.0,524000.0,25000.0,0.0,989000
1608,1608,20140175,2014,04-02-14 16:00,ROSE ROCK MIDSTREAM L.P.,"KS-OK 4""",ONSHORE,UNDERGROUND,CRUDE OIL,,BLACKWELL,KAY,OK,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,160.0,,155.0,5.0,NO,NO,YES,15000.0,500.0,0.0,17000.0,0.0,0.0,32500
248,248,20100266,2010,9/16/2010 3:20 PM,"MAGELLAN PIPELINE COMPANY, LP",WILLIS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",WILLIS,MONTGOMERY,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.83,0.0,0.83,0.0,NO,NO,,100.0,0.0,0.0,5000.0,35000.0,0.0,40100
1234,1234,20130205,2013,05-12-13 16:48,LOOP LLC,LOOP LLC ,ONSHORE,UNDERGROUND,CRUDE OIL,,CUT OFF,LAFOURCHE,LA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,7.6,,7.6,0.0,NO,NO,YES,109000.0,684.0,0.0,212000.0,0.0,0.0,321684
231,231,20100205,2010,09-03-10 9:45,JAYHAWK PIPELINE LLC,,ONSHORE,UNDERGROUND,CRUDE OIL,,HUGOTON ,STEVENS,KS,CORROSION,INTERNAL,2.0,0.0,0.0,2.0,NO,NO,YES,112296.26685796268,120.0,500.0,2000.0,1500.0,34356.03958258366,4120
1275,1275,20130242,2013,6/14/2013 9:15 AM,EXXONMOBIL OIL CORP - WEST COAST,EMIDIO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,BAKERSFIELD,KERN,CA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,15.5,,15.5,0.0,NO,NO,,0.0,1200.0,0.0,23000.0,0.0,1500.0,25700
2062,2062,20150160,2015,4/17/2015 2:30 PM,ENTERPRISE CRUDE PIPELINE LLC,NOBLES 29 CONNECTION,ONSHORE,ABOVEGROUND,CRUDE OIL,,MIDLAND,MIDLAND,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,,0.4,0.0,NO,NO,NO,2850.0,0.0,0.0,0.0,0.0,0.0,2850
1406,1406,20130382,2013,10/28/2013 2:22 PM,"KOCH PIPELINE COMPANY, L.P.",THREE-WAY TO ROSANKY,ONSHORE,UNDERGROUND,CRUDE OIL,,SMITHVILLE,FAYETTE,TX,CORROSION,EXTERNAL,400.0,,393.0,7.0,NO,NO,YES,3762189.0,40000.0,1634497.0,5720325.0,78688.0,0.0,11235699
2039,2039,20150149,2015,3/29/2015 8:15 PM,ENTERPRISE PRODUCTS OPERATING LLC,,OFFSHORE,,CRUDE OIL,,,,,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.4,,1.4,0.0,NO,NO,NO,0.0,70.0,25.0,0.0,0.0,0.0,95
555,555,20110329,2011,08-08-11 11:27,ONEOK NGL PIPELINE LP,ONEOK NORTH SYSTEM  PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,LEMONT,COOK,IL,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,3.26,0.0,0.0,3.26,YES,NO,YES,350000.0,277.0,1000.0,40000.0,20000.0,0.0,411277
2052,2052,20150163,2015,04-10-15 15:05,SUNOCO PIPELINE L.P.,"POINT BREEZE TO MONTELLO 12""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),GLEN MILLS,DELAWARE,PA,CORROSION,EXTERNAL,0.4,,0.4,0.0,NO,NO,YES,30000.0,24.0,46550.0,100000.0,75000.0,240000.0,491574
2758,2758,20160418,2016,11/29/2016 6:27 PM,ENTERPRISE PRODUCTS OPERATING LLC,EAST RED ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PLATTE CITY,PLATTE,MO,ALL OTHER CAUSES,UNKNOWN,5000.0,0.0,0.0,5000.0,YES,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0,0
421,421,20110077,2011,03-01-11 6:45,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,HEALDTON,CARTER,OK,INCORRECT OPERATION,INCORRECT VALVE POSITION,25.0,0.0,0.0,25.0,NO,NO,NO,18000.0,2375.0,0.0,2000.0,0.0,0.0,22375
1415,1415,20130386,2013,11-03-13 13:50,MOBIL CORP,MR-114 PROPANE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),HULL,HARDIN,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.2,0.0,0.0,1.2,NO,NO,YES,58000.0,100.0,0.0,30000.0,0.0,0.0,88100
1607,1607,20140171,2014,04-01-14 13:30,CENTRAL FLORIDA PIPELINE CORP,ORLANDO TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",ORLANDO,ORANGE,FL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.23,,0.23,0.0,NO,NO,NO,0.0,15.0,0.0,100.0,0.0,0.0,115
995,995,20120343,2012,11-02-12 5:30,KEY PIPELINE LIMITED,KEY PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,WHEATLAND,PLATTE,WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",200.0,,0.0,200.0,NO,NO,YES,10000.0,15000.0,0.0,0.0,10000.0,0.0,35000
635,635,20110423,2011,10/20/2011 12:59 PM,PLANTATION PIPE LINE CO,AUSTELL TANK FARM AND PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LITHIA SPRINGS,DOUGLAS,GA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,23.0,,23.0,0.0,NO,NO,YES,100.0,2840.0,0.0,1000.0,0.0,31500.0,35440
644,644,20110438,2011,11-07-11 14:01,KINDER MORGAN COCHIN LLC,"KINDER MORGAN COCHIN, LLC",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),DEER GROVE,WHITESIDE,IL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,5648.0,0.0,0.0,5648.0,NO,NO,NO,155534.0,322105.0,0.0,2000.0,0.0,0.0,479639
1936,1936,20150053,2015,1/17/2015 3:28 PM,NORTH DAKOTA PIPELINE COMPANY LLC,LINE 81,ONSHORE,UNDERGROUND,CRUDE OIL,,,NELSON,ND,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.06,,0.06,0.0,NO,NO,YES,153960.0,0.0,0.0,0.0,15900.0,0.0,169860
267,267,20100284,2010,10/27/2010 3:00 PM,ENTERPRISE CRUDE PIPELINE LLC,HOPE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,HOPE,LAVACA,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,10.0,,2.0,8.0,NO,NO,NO,7500.0,300.0,0.0,0.0,20000.0,0.0,27800
656,656,20110443,2011,11/16/2011 11:20 AM,ENTERPRISE CRUDE PIPELINE LLC,C78,ONSHORE,UNDERGROUND,CRUDE OIL,,CUSHING,LINCOLN,OK,CORROSION,INTERNAL,140.0,,85.0,55.0,NO,NO,YES,37731.0,5225.0,0.0,10000.0,58695.0,0.0,111651
1180,1180,20130156,2013,04-02-13 10:03,ENTERPRISE PRODUCTS OPERATING LLC,EL DORADO - COFFEYVILLE LOOP,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),COFFEYVILLE,MONTGOMERY,KS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,100.0,,35.0,65.0,NO,NO,YES,0.0,12000.0,0.0,35000.0,232000.0,4000.0,283000
244,244,20110070,2010,09-12-10 11:45,"PLAINS MARKETING, L.P.",ST. JAMES TERMINAL,ONSHORE,TANK,CRUDE OIL,,ST JAMES,ST JAMES,LA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",161.0,,161.0,0.0,NO,NO,NO,149622.0,14400.0,0.0,10900.0,3000.0,0.0,177922
1684,1684,20140228,2014,5/28/2014 9:00 AM,"SHELL PIPELINE CO., L.P.",ST. JAMES PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,ST. JAMES,ST. JAMES,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2.0,,2.0,0.0,NO,NO,NO,0.0,0.0,0.0,5000.0,0.0,0.0,5000
2542,2542,20160188,2016,5/20/2016 2:21 PM,ENTERPRISE PRODUCTS OPERATING LLC,TOCA LATERAL TO VALERO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,LULING,ST. CHARLES,LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.1,0.0,0.0,0.1,NO,NO,YES,60000.0,1.0,0.0,0.0,0.0,0.0,60001
1495,1495,20140035,2014,1/20/2014 9:00 AM,"ONEOK NGL PIPELINE, LLC",ONEOK MILTONVALE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),MILTONVALE,CLOUD,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.5,,0.0,2.5,NO,NO,,100.0,300.0,0.0,0.0,30000.0,0.0,30400
406,406,20110088,2011,2/18/2011 3:07 AM,"MAGELLAN PIPELINE COMPANY, LP",MILFORD TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",MILFORD,DICKINSON,IA,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.0,0.24,0.0,NO,NO,,1000.0,25.0,12000.0,0.0,15000.0,0.0,28025
835,835,20120181,2012,5/14/2012 7:00 AM,"MAGELLAN TERMINALS HOLDINGS, LP",SOUTH CUSHING CRUDE,ONSHORE,TANK,CRUDE OIL,,CUSHING,ADAIR,OK,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0.0,0.71,0.0,NO,NO,,10000.0,0.0,0.0,3000.0,0.0,112000.0,125000
339,339,20110018,2010,12/16/2010 5:00 PM,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,"ST LINDEN TERMINAL, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LINDEN,UNION,NJ,CORROSION,INTERNAL,27.29,0.0,27.29,0.0,NO,NO,NO,12000.0,2292.0,0.0,0.0,6450.0,0.0,20742
2790,2790,20170015,2016,12/27/2016 8:40 AM,TC OIL PIPELINE OPERATIONS INC,KEYSTONE,ONSHORE,ABOVEGROUND,CRUDE OIL,,TINA,CARROLL,MO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.25,,0.25,0.0,NO,NO,YES,0.0,15.0,0.0,0.0,61000.0,0.0,61015
912,912,20120252,2012,08-05-12 4:15,"PLAINS MARKETING, L.P.",CUSHING TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,CUSHING,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.0,0.0,1.0,0.0,NO,NO,NO,15000.0,0.0,0.0,5000.0,0.0,0.0,20000
1474,1474,20140034,2014,01-07-14 11:00,"EXPRESS HOLDINGS (USA), LLC",PLATTE PIPELINE GURLEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,GURLEY,CHEYENNE,NE,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.3,,1.3,0.0,NO,NO,NO,30000.0,130.0,0.0,4000.0,5000.0,0.0,39130
2094,2094,20150218,2015,05-11-15 5:30,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,TANK,CRUDE OIL,,CORSICANA,NAVARRO,TX,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,650.0,,630.0,20.0,NO,NO,NO,2030000.0,1110.0,0.0,60000.0,121712.0,0.0,2212822
