Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20160140,2016,04-10-16 19:10,"CHAPARRAL ENERGY, LLC",TEXOK CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,NaN,BEAVER COUNTY,OK,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,100.1,850,0,100.1,NO,NO,YES,0,6000,1000,1500,0,0,0,8500
20160129,2016,04-11-16 22:09,"SHELL PIPELINE CO., L.P.","E. HOUSTON TO PT. NECHES 20""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CROSBY,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.1,NaN,2.1,0,NO,NO,YES,0,75000,0,0,50000,0,0,125000
20160136,2016,04-12-16 8:45,KINDER MORGAN CRUDE AND CONDENSATE LLC,WHARTON PUMP STATION ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,WHARTON ,WHARTON ,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.4,NaN,1.4,0,NO,NO,YES,0,0,0,0,2200,0,0,2200
20160143,2016,04-12-16 11:00,HARVEST PIPELINE COMPANY,KARNES STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,KARNES COUNTY,KARNES COUNTY,TX,CORROSION,INTERNAL,50,NaN,45,5,NO,NO,YES,0,40000,2000,0,5000,20000,0,67000
20160145,2016,4/14/2016 1:02 PM,ROSE ROCK MIDSTREAM L.P.,CUNNINGHAM STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,KINGMAN,KS,CORROSION,INTERNAL,4,NaN,4,0,NO,NO,YES,0,6000,600,500,1500,250,0,8850
20160141,2016,4/15/2016 11:15 AM,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,JONES CREEK,BRAZORIA,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,NaN,1,0,NO,NO,NO,0,39428,40,0,0,0,0,39468
20160138,2016,4/15/2016 6:10 PM,COLONIAL PIPELINE CO,LINE 01,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,HEFLIN ,CLEBURNE,AL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,14.29,NaN,5.71,8.58,NO,NO,YES,0,73000,1200,25000,514000,334000,0,947200
20160144,2016,4/16/2016 3:00 AM,MARATHON PIPE LINE LLC,"ROBINSON TO MT. VERNON 10""",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CRAWLEYVILLE ,GIBSON ,IN,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,854,NaN,0,854,NO,NO,YES,0,7701361,44800,0,1750789,0,0,9496950
20160146,2016,4/16/2016 11:30 PM,PHILLIPS 66 PIPELINE LLC,HS&P,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LOMPOC,SANTA BARBARA,CA,CORROSION,EXTERNAL,18,NaN,18,0,NO,NO,YES,0,15000,720,30000,222000,75000,0,342720
20160152,2016,4/19/2016 4:00 AM,"PLAINS MARKETING, L.P.",ST JAMES TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,SAINT JAMES,SAINT JAMES,LA,CORROSION,INTERNAL,123,NaN,123,0,NO,NO,NO,0,0,4920,28000,502315,43891,0,579126
20160153,2016,4/19/2016 8:35 AM,"PLAINS PIPELINE, L.P.",COTTON DRAW STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,JAL,LEA,NM,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,190,NaN,190,0,NO,NO,NO,0,0,3600,0,8500,350000,0,362100
20160416,2016,4/20/2016 11:15 AM,"REPUBLIC MIDSTREAM, LLC",144 TO DEWITT,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,LAVACA,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6,NaN,4,2,NO,NO,YES,0,0,0,0,0,360000,0,360000
20160125,2016,4/20/2016 2:30 PM,ALYESKA PIPELINE SERVICE CO,"PUMP STATION 5, TANK 150",ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,Not Within a County or Parish,AK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,NaN,0,0,YES,NO,YES,0,42000,0,0,359000,0,0,401000
20160149,2016,4/20/2016 4:37 PM,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",WOOD STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,GAINES COUNTY,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,32,NaN,30,2,NO,NO,NO,0,1000,90,0,4365,16000,7973,29428
20160155,2016,4/21/2016 6:30 AM,"MEDALLION OPERATING COMPANY, LLC",HOWARD FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,HOWARD,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,40,NaN,40,0,NO,NO,NO,0,1000,1800,5000,6500,5500,0,19800
20160154,2016,4/21/2016 1:10 PM,PHILLIPS 66 PIPELINE LLC,WT-10 / SLAUGHTER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,COCHRAN,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.17,NaN,0.17,0,NO,NO,NO,0,100,10,0,0,500,0,610
20160150,2016,4/23/2016 9:00 AM,WEST TEXAS GULF PIPELINE CO,WTG-RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,RANGER,EASTLAND,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4,NaN,4,0,NO,NO,YES,0,14321,0,0,3500,4500,0,22321
20160142,2016,4/24/2016 5:00 AM,DOW PIPELINE CO - CAYUSE,GCPL_CA (MT BELVIEU TO HWY 1148)_8IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,PLAQUEMINE,IBERVILLE,LA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.7,0,0,0.7,NO,NO,YES,0,6000,300,0,0,0,0,6300
20160156,2016,4/24/2016 11:35 PM,ENERGY TRANSFER COMPANY,RIO BRAVO CRUDE PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CORPUS CHRISTI,NUECES,TX,CORROSION,INTERNAL,15,NaN,15,0,NO,NO,YES,0,2500,600,0,500,23000,0,26600
20160158,2016,4/26/2016 7:16 AM,"ENLINK PROCESSING SERVICES, LLC",CROSSROADS STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,NaN,IBERVILLE PARISH,LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,47.62,0,0,47.62,NO,NO,YES,0,500,1300,0,0,0,0,1800
20160147,2016,4/28/2016 10:40 AM,IMTT-BAYONNE,IMTT-BAYONNE TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BAYONNE,HUDSON,NJ,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,150,NaN,140,10,NO,NO,NO,0,1000,0,0,5000,0,0,6000
20160160,2016,4/28/2016 10:45 AM,ROSE ROCK MIDSTREAM L.P.,HANSTON STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,STAFFORD,KS,CORROSION,INTERNAL,4,NaN,4,0,NO,NO,YES,0,12500,60,500,2500,612,0,16172
20160151,2016,4/28/2016 2:00 PM,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,MIDLAND,MIDLAND,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,NaN,0.1,0,NO,NO,NO,0,700,20,0,0,0,0,720
20160164,2016,05-01-16 7:00,"PLAINS PIPELINE, L.P.",LIBERTY TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,LIBERTY,AMITE,MS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,14,NaN,14,0,NO,NO,NO,0,0,0,0,7000,0,0,7000
20160162,2016,05-04-16 14:00,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,TULSA,TULSA,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,50,NaN,23.5,26.5,NO,NO,YES,0,3300,2226,0,35500,58000,5000,104026
20160167,2016,05-05-16 12:17,PHILLIPS 66 PIPELINE LLC,BORGER DENVER PIPELINE / MP205.8 VALVE ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,NaN,OTERO,CO,INCORRECT OPERATION,INCORRECT INSTALLATION,91.1,NaN,11,80.1,NO,NO,YES,0,5500,5000,0,72000,150000,0,232500
20160161,2016,05-05-16 15:15,ENERGY TRANSFER COMPANY,WEST TEXAS GATEWAY 16IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,OZONA,CROCKETT,TX,ALL OTHER CAUSES,MISCELLANEOUS,694,0,0,694,NO,NO,YES,0,0,11104,0,0,0,0,11104
20160169,2016,05-05-16 16:16,ENERGY TRANSFER COMPANY,BADEN UNDERGROUND STORAGE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,NaN,MARTIN,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,63,0,0,63,NO,NO,YES,0,100,1008,0,0,0,0,1108
20160168,2016,05-05-16 19:15,THUMS LONG BEACH CO,PARCEL A LEASE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LONG BEACH,LOS ANGELES,CA,CORROSION,EXTERNAL,2.98,NaN,2.98,0,NO,NO,YES,0,7000,120,0,3000,0,0,10120
20160165,2016,05-06-16 14:30,"BUCKEYE PARTNERS, LP",MILAN STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BOWMAN TOWNSHIP,SULLIVAN,MO,ALL OTHER CAUSES,UNKNOWN,0.48,NaN,0.48,0,NO,NO,NO,0,1000,47,0,5000,5000,0,11047
20160170,2016,05-06-16 14:56,"COUNTRYMARK REFINING AND LOGISTICS, LLC",COUNTRYMARK RURAL REGULATED GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,POSEY,IN,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.6,NaN,0.6,0,NO,NO,YES,0,3404,23,0,1906,0,0,5333
20160171,2016,05-06-16 14:56,"COUNTRYMARK REFINING AND LOGISTICS, LLC",COUNTRYMARK RURAL REGULATED GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,POSEY,IN,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,2.4,NaN,2.3,0.1,NO,NO,YES,0,9404,91,0,20435,0,0,29930
20160166,2016,05-07-16 7:45,KINDER MORGAN COCHIN LLC,ROGERS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,NaN,BARNES,ND,INCORRECT OPERATION,INCORRECT INSTALLATION,1.48,NaN,1.48,0,NO,NO,YES,0,20,68,0,780,23300,0,24168
20160175,2016,05-08-16 9:10,"SUMMIT MIDSTREAM PARTNERS, LLC",GLOBAL TANK YARD,ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,BURKE,ND,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,31,NaN,31,0,NO,NO,NO,0,100,1488,0,0,66887,0,68475
20160172,2016,05-09-16 23:40,"MAGELLAN PIPELINE COMPANY, LP",DES MOINES TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,DES MOINES,POLK,IA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,NaN,0.78,0.22,NO,NO,YES,0,10,90,0,25000,5000,0,30100
20160174,2016,05-10-16 11:00,"MAGELLAN AMMONIA PIPELINE, L.P.",MP 178 - CONWAY NH3,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,NaN,PRATT,KS,CORROSION,EXTERNAL,37.5,0,37.5,0,NO,NO,YES,0,80000,2016,250,103869,178316,10000,374451
20160178,2016,05-10-16 14:00,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON SHIP CHANNEL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,HOUSTON,HARRIS,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,NaN,0.01,0,YES,NO,NO,0,150,5,0,0,0,0,155
20160176,2016,05-11-16 9:30,"BUCKEYE PARTNERS, LP",BOOTH STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,BOOTHWYN,DELAWARW,PA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.6,NaN,0.6,0,NO,NO,NO,0,5000,0,0,1000,1000,0,7000
20160177,2016,05-12-16 6:51,KINDER MORGAN CO2 CO. LP,POQUITA STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,ROSWELL,CHAVES,NM,INCORRECT OPERATION,INCORRECT VALVE POSITION,70,0,0,70,NO,NO,NO,0,0,170,0,0,0,0,170
20160159,2016,5/13/2016 12:15 PM,"SHELL PIPELINE CO., L.P.",ACADIAN TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,ST. JAMES,ST. JAMES,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5.8,NaN,5.8,0,NO,NO,NO,0,50000,0,0,10000,0,0,60000
20160173,2016,5/14/2016 12:30 PM,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BAYONNE,HUDSON,NJ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,NaN,0,2,NO,NO,NO,0,8000,0,0,12300,0,0,20300
20160181,2016,5/15/2016 12:35 PM,PHILLIPS 66 PIPELINE LLC,PASADENA TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.61,NaN,3.61,0,NO,NO,NO,0,24000,350,0,107000,7500,0,138850
20160179,2016,5/15/2016 3:00 PM,"MAGELLAN PIPELINE COMPANY, LP",CMS3-STATION AT TEXAS CITY MARATHON REFINERY,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,TEXAS CITY,GALVESTON,TX,CORROSION,INTERNAL,10,NaN,10,0,NO,NO,NO,0,25000,500,0,80000,80000,0,185500
20160183,2016,5/16/2016 2:35 AM,"KOCH PIPELINE COMPANY, L.P.",FHR INGLESIDE TANK,ONSHORE,TANK,CRUDE OIL,NaN,NaN,INGLESIDE,SAN PATRICIO,TX,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,5,NaN,5,0,NO,NO,YES,0,7747,0,0,433856,0,0,441603
20160182,2016,5/16/2016 6:10 AM,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,GALENA PARK,HARRIS,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,38,NaN,38,0,NO,NO,NO,0,0,1300,0,8000,7500,0,16800
20160185,2016,5/17/2016 12:44 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",CANJ 801,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.14,NaN,0,0.14,NO,NO,YES,0,3000,0,0,0,20000,0,23000
20160180,2016,5/19/2016 6:45 AM,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MIDLAND,MIDLAND,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.1,NaN,0.1,0,NO,NO,YES,0,800,20,0,0,0,0,820
20160184,2016,5/20/2016 12:35 AM,"SHELL PIPELINE CO., L.P.",NORTH 20,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,TRACY,ALAMEDA,CA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,500,NaN,400,100,NO,NO,YES,0,1330000,0,25000,1585000,1600000,0,4540000
20160188,2016,5/20/2016 2:21 PM,ENTERPRISE PRODUCTS OPERATING LLC,TOCA LATERAL TO VALERO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,LULING,ST. CHARLES,LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.1,0,0,0.1,NO,NO,YES,0,60000,1,0,0,0,0,60001
20160186,2016,5/21/2016 7:10 AM,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,JONES CREEK,BRAZORIA,TX,CORROSION,INTERNAL,0.2,NaN,0.2,0,NO,NO,NO,0,0,25,0,0,0,0,25
20160187,2016,5/23/2016 12:35 PM,"CHAPARRAL ENERGY, LLC",COFFEYVILLE CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,NaN,OSAGE,OK,CORROSION,EXTERNAL,24,6692,0,24,NO,NO,YES,0,8000,50,0,0,0,0,8050
20160191,2016,5/23/2016 7:48 PM,"ONEOK NGL PIPELINE, LLC",ONEOK STERLING 1 PIPELINE ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,NaN,LIBERTY,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.16,0,0,0.16,NO,NO,YES,0,50,7,0,150,0,0,207
20160195,2016,5/24/2016 1:45 PM,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,TANK,CRUDE OIL,NaN,NaN,NaN,RICHLAND COUNTY,MT,ALL OTHER CAUSES,UNKNOWN,0,NaN,0,0,YES,NO,NO,0,0,0,0,0,0,0,0
20160193,2016,5/25/2016 7:00 AM,DIXIE PIPELINE COMPANY LLC,IOWA STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,IOWA,JEFF DAVIS,LA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,0,0,0.2,NO,NO,NO,0,200,0,0,0,0,0,200
20160197,2016,5/25/2016 3:49 PM,"PLAINS PIPELINE, L.P.","COLORADO CITY TO WICHITA FALLS 22""",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SEYMOUR,BAYLOR,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,20,NaN,20,0,NO,NO,YES,0,25000,500,5000,10000,0,0,40500
20160189,2016,5/25/2016 5:30 PM,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,INTERNAL,25,NaN,25,0,NO,NO,YES,0,98000,1125,0,0,0,0,99125
20160229,2016,5/25/2016 7:40 PM,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,SHICKLEY BLOCK VALVE SITE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,SHICKLEY,FILLMORE,NE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,NaN,0.36,0,NO,NO,YES,0,150,45,0,2000,1500,0,3695
20160198,2016,5/27/2016 11:55 AM,"ONEOK NGL PIPELINE, LLC",ONEOK MIDDLETON PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,NaN,LEON,TX,NATURAL FORCE DAMAGE,LIGHTNING,0.02,0,0,0.02,YES,NO,NO,0,0,1,0,0,0,0,1
20160192,2016,5/27/2016 1:04 PM,SUNOCO PIPELINE L.P.,TW14-TWIN OAKS METER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,ASTON,DELAWARE,PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,9.1,1,0,9.1,NO,NO,YES,0,50,123,0,7570,0,0,7743
20160203,2016,5/30/2016 6:00 PM,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN CARTERET,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CARTERET,MIDDLESEX,NJ,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,24,NaN,18,6,NO,NO,NO,0,0,0,0,30850,35471,0,66321
20160205,2016,5/31/2016 7:40 AM,TESORO SOCAL PIPELINE COMPANY LLC,CARSON CRUDE TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CARSON,LOS ANGELES,CA,CORROSION,INTERNAL,15,NaN,15,0,NO,NO,NO,0,191869,675,0,175000,14980,0,382524
20160207,2016,06-01-16 6:10,"SHELL PIPELINE CO., L.P.",STATION 36 PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BAKERSFIELD,KERN,CA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,15,NaN,15,0,NO,NO,NO,0,130000,0,0,20000,0,0,150000
20160204,2016,06-01-16 11:00,MID - VALLEY PIPELINE CO,CYGNET STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CYGNET,WOOD,OH,INCORRECT OPERATION,INCORRECT INSTALLATION,2,NaN,2,0,NO,NO,NO,0,200,0,0,3000,1000,0,4200
20160201,2016,06-01-16 22:20,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,25,NaN,25,0,NO,NO,NO,0,10000,1250,0,75000,40000,0,126250
20160208,2016,06-02-16 9:45,KINDER MORGAN WINK PIPELINE LLC ,GUADALUPE PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,PINE SPRINGS,CULBERSON,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.29,NaN,0,0.29,NO,NO,YES,0,5,13,0,0,0,0,18
20160196,2016,06-02-16 14:20,WEST SHORE PIPELINE CO,HARLEM STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,FOREST VIEW,COOK,IL,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.48,NaN,0.48,0,NO,NO,YES,0,10000,60,0,15000,0,0,25060
20160210,2016,06-02-16 16:00,EXXONMOBIL PIPELINE CO,TX-206,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,DILUTE PROPYLENE,PASADENA,HARRIS,TX,ALL OTHER CAUSES,UNKNOWN,1.97,0,0,1.97,NO,NO,YES,0,0,50,0,150000,5000,0,155050
20160194,2016,06-03-16 1:05,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,GALENA PARK,HARRIS,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.35,NaN,0.35,0,NO,NO,YES,0,0,0,0,11121,0,0,11121
20160202,2016,06-03-16 12:00,WOLVERINE PIPELINE CO,NILES TO FERRYSBURGH,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BANGOR,VAN BUREN,MI,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,280,NaN,280,0,NO,NO,YES,0,50000,18000,0,450000,900000,0,1418000
